pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,hd_name,ra,dec,sy_vmag,sy_jmag,sy_kmag,sy_tmag,sy_kepmag,sy_gaiamag,st_teff,st_logg,st_met,st_mass,st_rad,st_spectype,st_lum,st_age,st_ageerr1,st_ageerr2,st_rotp,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
TOI-6000 b,TOI-6000,,,TIC 259233660,,292.6062979,68.1545924,15.454,11.659,10.866,13.1638,,14.3736,3419.0,4.85,,0.37,0.38,,-1.75585,,,,,0.448959,0.94,0.7637477,Transiting Exoplanet Survey Satellite (TESS),2025,TESS
Kepler-993 b,Kepler-993,Gaia DR3 2126373303927596160,Gaia DR2 2126373303927596160,TIC 63365721,,292.6141076,44.3946644,16.608,13.587,12.729,14.8953,15.967,15.9243,3843.0,4.72,0.03,0.57,0.54,,-1.22868,3.89,5.38,-2.16,,22.08557563,2.97,2.1619,Kepler,2016,Kepler
Kepler-1869 b,Kepler-1869,Gaia DR3 2125751461382627840,Gaia DR2 2125751461382627840,TIC 63368895,,292.6149958,42.7643438,10.31,9.052,8.693,9.6523,10.158,10.0911,5808.0,4.522,-0.06,0.987,0.902,,-0.05012,1.29,2.02,-0.35,,8.167360306,1.11955354,3.286,Kepler,2021,Kepler
Kepler-1869 c,Kepler-1869,Gaia DR3 2125751461382627840,Gaia DR2 2125751461382627840,TIC 63368895,,292.6149958,42.7643438,10.31,9.052,8.693,9.6523,10.158,10.0911,5808.0,4.522,-0.06,0.987,0.902,,-0.05012,1.29,2.02,-0.35,,1.716828304,0.74,2.068,Kepler,2023,Kepler
Kepler-1514 b,Kepler-1514,Gaia DR3 2051866238502437632,Gaia DR2 2051866238502437632,TIC 137685450,,292.6274943,37.8601653,11.766,10.953,10.688,11.4605,11.69,11.8292,6145.0,4.295,0.119,1.196,1.289,,0.32838,2.9,1.6,-1.3,,217.83184,12.419572,21.32688,Kepler,2016,Kepler
Kepler-1514 c,Kepler-1514,Gaia DR3 2051866238502437632,Gaia DR2 2051866238502437632,TIC 137685450,,292.6274943,37.8601653,11.766,10.953,10.688,11.4605,11.69,11.8292,6145.0,4.295,0.119,1.196,1.289,,0.32838,2.9,1.6,-1.3,,10.514181,1.1758241,3.7608,Kepler,2020,Kepler
Kepler-327 d,Kepler-327,Gaia DR3 2126336710805475712,Gaia DR2 2126336710805475712,TIC 63366281,,292.6422963,44.0876251,15.611,12.794,11.956,14.0142,15.018,14.9804,3799.0,4.758,-0.2,0.591913,0.492,,-1.25964,3.28,0.44,-0.44,,13.969457,1.73,1.408,Kepler,2014,Kepler
Kepler-327 b,Kepler-327,Gaia DR3 2126336710805475712,Gaia DR2 2126336710805475712,TIC 63366281,,292.6422963,44.0876251,15.611,12.794,11.956,14.0142,15.018,14.9804,3799.0,4.758,-0.2,0.591913,0.492,,-1.25964,3.28,0.44,-0.44,,2.549575,1.11,1.667,Kepler,2014,Kepler
Kepler-327 c,Kepler-327,Gaia DR3 2126336710805475712,Gaia DR2 2126336710805475712,TIC 63366281,,292.6422963,44.0876251,15.611,12.794,11.956,14.0142,15.018,14.9804,3799.0,4.758,-0.2,0.591913,0.492,,-1.25964,3.28,0.44,-0.44,,5.212333,1.03,2.129,Kepler,2014,Kepler
Kepler-1431 b,Kepler-1431,Gaia DR3 2129847554510913536,Gaia DR2 2129847554510913536,TIC 26657021,,292.6583919,49.8651522,15.4,14.098,13.756,14.7817,15.273,15.2711,5806.0,4.42,0.07,1.03,1.03,,0.24349,4.27,2.88,-2.5,,5.86601526,1.47,3.978,Kepler,2016,Kepler
Kepler-167 b,Kepler-167,Gaia DR3 2051933102555095936,Gaia DR2 2051933102555095936,TIC 137686948,,292.6585253,38.3455558,14.284,12.446,11.832,13.3685,14.023,14.0004,4884.0,4.579,0.02,0.777,0.749,K4,-0.5391,7.1,4.4,-4.6,,4.3931539,1.718,2.4455,Kepler,2014,Kepler
Kepler-167 c,Kepler-167,Gaia DR3 2051933102555095936,Gaia DR2 2051933102555095936,TIC 137686948,,292.6585253,38.3455558,14.284,12.446,11.832,13.3685,14.023,14.0004,4884.0,4.579,0.02,0.777,0.749,K4,-0.5391,7.1,4.4,-4.6,,7.406106,1.674,2.8826,Kepler,2014,Kepler
Kepler-167 e,Kepler-167,Gaia DR3 2051933102555095936,Gaia DR2 2051933102555095936,TIC 137686948,,292.6585253,38.3455558,14.284,12.446,11.832,13.3685,14.023,14.0004,4884.0,4.579,0.02,0.777,0.749,K4,-0.5391,7.1,4.4,-4.6,,1071.23205,10.16,16.1784,Kepler,2016,Kepler
Kepler-167 d,Kepler-167,Gaia DR3 2051933102555095936,Gaia DR2 2051933102555095936,TIC 137686948,,292.6585253,38.3455558,14.284,12.446,11.832,13.3685,14.023,14.0004,4884.0,4.579,0.02,0.777,0.749,K4,-0.5391,7.1,4.4,-4.6,,21.80379,1.238,3.582,Kepler,2016,Kepler
TOI-5218 b,TOI-5218,Gaia DR3 2263568371970517120,Gaia DR2 2263568371970517120,TIC 259172249,,292.6634642,71.7629612,16.044,13.336,12.546,14.5179,,15.4499,4230.0,4.63,0.41,0.739,0.708,,-0.82391,6.7,4.4,-4.4,,4.291452,9.86,2.38,Transiting Exoplanet Survey Satellite (TESS),2024,TESS
Kepler-1020 b,Kepler-1020,Gaia DR3 2128262161823652480,Gaia DR2 2128262161823652480,TIC 63362217,,292.672471,46.3772776,14.211,12.654,12.15,13.4392,14.031,13.9833,5227.0,4.57,0.0,0.87,0.8,,-0.43597,3.63,2.56,-1.8,,96.9151496,2.28,5.9964,Kepler,2016,Kepler
Kepler-1587 b,Kepler-1587,Gaia DR3 2129838139942109440,Gaia DR2 2129838139942109440,TIC 26656768,,292.6777294,49.6638666,14.166,12.957,12.632,13.597,14.09,14.0315,5933.0,4.3,0.07,1.08,1.22,,0.32586,5.01,1.46,-1.9,,9.4060467,1.33,5.161,Kepler,2016,Kepler
Kepler-342 c,Kepler-342,Gaia DR3 2128298617506651904,Gaia DR2 2128298617506651904,TIC 63293562,,292.6780488,46.7266813,13.2,12.22,11.957,12.7328,13.147,13.0992,6175.0,4.187,-0.0006,1.213,1.472,,0.45345,2.82,0.34,-0.42,,26.234138,1.96,2.435,Kepler,2014,Kepler
Kepler-342 e,Kepler-342,Gaia DR3 2128298617506651904,Gaia DR2 2128298617506651904,TIC 63293562,,292.6780488,46.7266813,13.2,12.22,11.957,12.7328,13.147,13.0992,6366.0,4.28,0.12,1.26,1.34,,0.45345,2.04,0.656,-0.593,,1.644224613,0.88,2.7822,Kepler,2016,Kepler
Kepler-342 d,Kepler-342,Gaia DR3 2128298617506651904,Gaia DR2 2128298617506651904,TIC 63293562,,292.6780488,46.7266813,13.2,12.22,11.957,12.7328,13.147,13.0992,6175.0,4.187,-0.0006,1.213,1.472,,0.45345,2.82,0.34,-0.42,,39.459357,2.49,8.164,Kepler,2014,Kepler
Kepler-342 b,Kepler-342,Gaia DR3 2128298617506651904,Gaia DR2 2128298617506651904,TIC 63293562,,292.6780488,46.7266813,13.2,12.22,11.957,12.7328,13.147,13.0992,6175.0,4.187,-0.0006,1.213,1.472,,0.45345,2.82,0.34,-0.42,,15.170318,2.25,4.016,Kepler,2014,Kepler
Kepler-1484 b,Kepler-1484,Gaia DR3 2051926226306177792,Gaia DR2 2051926226306177792,TIC 137816475,,292.6842738,38.1262604,15.351,14.135,13.646,14.7803,15.268,15.2474,5730.0,4.49,-0.17,0.94,0.92,,0.79551,3.98,4.07,-2.33,,30.4549136,2.11,6.143,Kepler,2016,Kepler
Kepler-1521 b,Kepler-1521,Gaia DR3 2051865551307698688,Gaia DR2 2051865551307698688,TIC 137817355,,292.6903779,37.8350549,13.049,11.415,10.84,12.2481,12.86,12.8476,5042.0,4.59,-0.05,0.81,0.76,,-0.5691,4.47,3.91,-2.47,,47.14840805,2.5,3.0668,Kepler,2016,Kepler
Kepler-1844 b,Kepler-1844,Gaia DR3 2051868300086828544,Gaia DR2 2051868300086828544,TIC 137817056,,292.6903973,37.9345682,15.995,14.461,14.062,15.1693,15.708,15.6915,5776.0,4.554,-0.18,0.939,0.849,,0.22606,,,,,3.924510002,3.03648191,3.708,Kepler,2021,Kepler
Kepler-769 c,Kepler-769,Gaia DR3 2051933343073295232,Gaia DR2 2051933343073295232,TIC 137815803,,292.7130925,38.3581685,14.984,13.684,13.392,14.3136,14.818,14.7604,6186.0,4.3,0.06,1.19,1.28,,0.1791,2.88,1.1,-1.11,,15.9870174,1.79,4.279,Kepler,2016,Kepler
Kepler-769 b,Kepler-769,Gaia DR3 2051933343073295232,Gaia DR2 2051933343073295232,TIC 137815803,,292.7130925,38.3581685,14.984,13.684,13.392,14.3136,14.818,14.7604,6186.0,4.3,0.06,1.19,1.28,,0.1791,2.88,1.1,-1.11,,7.42608998,2.92,3.7017,Kepler,2016,Kepler
Kepler-1142 b,Kepler-1142,Gaia DR3 2126342380162345344,Gaia DR2 2126342380162345344,TIC 63366291,,292.7144796,44.0822816,14.505,13.031,12.648,13.7797,14.31,14.2783,5685.0,4.46,0.02,0.97,0.96,,0.43724,5.37,3.92,-3.47,,18.3027248,1.47,8.164,Kepler,2016,Kepler
Kepler-1902 b,Kepler-1902,Gaia DR3 2077668752749671424,Gaia DR2 2077668752749671424,TIC 63370825,,292.7376545,42.0147792,16.113,13.463,12.677,14.6922,15.665,15.662,3729.0,4.733,0.06,0.52,0.514,,-1.11736,,,,,3.822220087,1.17563613,1.859,Kepler,2021,Kepler
Kepler-1015 b,Kepler-1015,Gaia DR3 2125896459478159360,Gaia DR2 2125896459478159360,TIC 63373862,,292.7573088,43.4268439,12.825,11.887,11.684,12.4222,12.818,12.7586,6769.0,4.09,0.06,1.49,1.81,,0.55886,1.58,0.447,-0.28,,16.00494214,3.55,6.4648,Kepler,2016,Kepler
Kepler-1826 b,Kepler-1826,Gaia DR3 2129686991453013248,Gaia DR2 2129686991453013248,TIC 26749051,,292.7700072,48.8998469,16.83,13.491,12.674,14.7093,15.655,15.6654,3821.0,4.755,-0.28,0.49,0.486,,-1.12218,5.62,0.56,-0.56,,1.615360022,1.47519116,1.1435,Kepler,2021,Kepler
Kepler-1203 b,Kepler-1203,Gaia DR3 2126343823271448832,Gaia DR2 2126343823271448832,TIC 63449012,,292.7734523,44.178088,15.385,12.861,12.059,14.0801,14.934,14.9147,4105.0,4.67,0.01,0.64,0.61,,-0.85362,3.47,4.4,-1.8,,0.588000765,1.06,1.1627,Kepler,2016,Kepler
Kepler-1560 b,Kepler-1560,Gaia DR3 2125880825797124352,Gaia DR2 2125880825797124352,TIC 63373449,,292.7846013,43.21601,13.505,12.247,11.868,12.9108,13.421,13.3846,5815.0,4.43,0.04,1.02,1.02,,-0.03447,4.17,2.94,-2.37,,3.03195744,0.89,1.657,Kepler,2016,Kepler
Kepler-430 b,Kepler-430,Gaia DR3 2129833810615727488,Gaia DR2 2129833810615727488,TIC 26748113,,292.8085984,49.5794242,13.908,12.743,12.391,13.3844,13.848,13.8135,5884.0,4.15,0.2,1.166,1.485,,0.31207,4.68,0.95,-0.79,,35.968,3.25,2.839,Kepler,2015,Kepler
Kepler-430 c,Kepler-430,Gaia DR3 2129833810615727488,Gaia DR2 2129833810615727488,TIC 26748113,,292.8085984,49.5794242,13.908,12.743,12.391,13.3844,13.848,13.8135,5884.0,4.15,0.2,1.166,1.485,,0.31207,4.68,0.95,-0.79,,110.979,1.75,12.388,Kepler,2015,Kepler
Kepler-1210 b,Kepler-1210,Gaia DR3 2128893144058813056,Gaia DR2 2128893144058813056,TIC 26750065,,292.8321598,48.2193376,15.649,14.266,13.833,15.0466,15.553,15.566,5568.0,4.49,0.04,0.94,0.92,,-0.14879,5.13,5.64,-3.32,,8.07124073,1.7,2.653,Kepler,2016,Kepler
Kepler-423 b,Kepler-423,Gaia DR3 2128273225659492608,Gaia DR2 2128273225659492608,TIC 63452790,,292.8557189,46.3911883,14.462,13.142,12.779,13.814,14.29,14.28,5560.0,4.41,-0.1,0.85,0.95,G4 V,-0.018,11.0,2.0,-2.0,22.05,2.6843285,13.361,2.722,Kepler,2014,Kepler
Kepler-1307 b,Kepler-1307,Gaia DR3 2128297208757012992,Gaia DR2 2128297208757012992,TIC 63453366,,292.8698348,46.7418679,15.636,14.171,13.878,14.916,15.394,15.3803,5884.0,4.39,0.06,1.06,1.08,,-0.20496,4.07,2.32,-2.29,,18.01621096,2.47,3.996,Kepler,2016,Kepler
Kepler-1323 b,Kepler-1323,Gaia DR3 2128242611132484736,Gaia DR2 2128242611132484736,TIC 63452310,,292.8722515,46.098729,12.444,11.387,11.122,11.9566,12.41,12.344,6169.0,4.21,0.02,1.18,1.4,,0.29462,3.55,0.84,-0.96,,0.929906678,1.52,1.7428,Kepler,2016,Kepler
Kepler-45 b,Kepler-45,Gaia DR3 2053562475706063744,Gaia DR2 2053562475706063744,TIC 137899948,,292.8729292,41.0641727,16.744,13.749,12.892,14.9826,15.979,15.9804,3820.0,4.7,0.28,0.59,0.55,M,-1.27572,0.5,,,15.8,2.455239,10.76,1.72722,Kepler,2011,Kepler
Kepler-82 d,Kepler-82,Gaia DR3 2125850623586710400,Gaia DR2 2125850623586710400,TIC 63372898,,292.8733696,42.9661583,15.131,13.879,13.518,14.6108,15.158,15.1377,5428.0,4.466,0.2107,0.946,0.945,,-0.18507,1.41,2.05,-0.96,,2.382961,1.77,2.026,Kepler,2014,Kepler
Kepler-82 b,Kepler-82,Gaia DR3 2125850623586710400,Gaia DR2 2125850623586710400,TIC 63372898,,292.8733696,42.9661583,15.131,13.879,13.518,14.6108,15.158,15.1377,5401.0,4.49,0.2107,0.91,0.898,,-0.18507,1.41,2.05,-0.96,,26.44,4.07,3.9783,Kepler,2012,Kepler
Kepler-82 e,Kepler-82,Gaia DR3 2125850623586710400,Gaia DR2 2125850623586710400,TIC 63372898,,292.8733696,42.9661583,15.131,13.879,13.518,14.6108,15.158,15.1377,5428.0,4.466,0.2107,0.946,0.945,,-0.18507,1.41,2.05,-0.96,,5.902206,2.47,2.827,Kepler,2014,Kepler
Kepler-82 c,Kepler-82,Gaia DR3 2125850623586710400,Gaia DR2 2125850623586710400,TIC 63372898,,292.8733696,42.9661583,15.131,13.879,13.518,14.6108,15.158,15.1377,5401.0,4.49,0.2107,0.91,0.898,,-0.18507,1.41,2.05,-0.96,,51.54,5.34,6.3994,Kepler,2012,Kepler
Kepler-1843 b,Kepler-1843,Gaia DR3 2053569485093626752,Gaia DR2 2053569485093626752,TIC 137900524,,292.8852302,41.279169,13.086,11.606,11.141,12.3805,12.939,12.9086,5422.0,3.945,0.02,1.02,1.782,,0.394,6.17,0.44,-0.41,,25.54339981,2.70909809,8.567,Kepler,2021,Kepler
Kepler-1845 b,Kepler-1845,Gaia DR3 2052257355406092160,Gaia DR2 2052257355406092160,TIC 137892408,,292.9016226,38.297032,16.117,14.175,13.585,15.0995,15.701,15.7496,4703.0,4.582,-0.14,0.686,0.701,,-0.57817,1.0,3.7,-3.7,,11.60649967,2.43836702,2.229,Kepler,2021,Kepler
Kepler-241 c,Kepler-241,Gaia DR3 2053551068272937088,Gaia DR2 2053551068272937088,TIC 137899939,,292.9131121,41.0609786,15.708,13.608,12.881,14.6815,15.389,15.3871,4699.0,4.627,0.031,0.671,0.668,,-0.60729,13.9,3.9,-3.9,,36.065978,2.57,4.273,Kepler,2014,Kepler
Kepler-241 b,Kepler-241,Gaia DR3 2053551068272937088,Gaia DR2 2053551068272937088,TIC 137899939,,292.9131121,41.0609786,15.708,13.608,12.881,14.6815,15.389,15.3871,4699.0,4.627,0.031,0.671,0.668,,-0.60729,13.9,3.9,-3.9,,12.718092,2.33,3.117,Kepler,2014,Kepler
Kepler-274 b,Kepler-274,Gaia DR3 2052307864222921088,Gaia DR2 2052307864222921088,TIC 137892978,,292.9227926,38.4772173,15.238,13.773,13.456,14.5312,15.035,15.0319,6023.0,4.44,-0.2112,0.883,1.007,,0.2013,12.88,0.61,-1.13,,11.634788,1.54,5.541,Kepler,2014,Kepler
Kepler-274 c,Kepler-274,Gaia DR3 2052307864222921088,Gaia DR2 2052307864222921088,TIC 137892978,,292.9227926,38.4772173,15.238,13.773,13.456,14.5312,15.035,15.0319,6023.0,4.44,-0.2112,0.883,1.007,,0.2013,12.88,0.61,-1.13,,33.197861,1.84,4.544,Kepler,2014,Kepler
Kepler-110 b,Kepler-110,Gaia DR3 2128925579652377472,Gaia DR2 2128925579652377472,TIC 26751563,,292.9291693,48.6028303,13.003,11.919,11.623,12.5047,12.935,12.902,5960.0,4.327,-0.1498,0.989,1.149,,0.27598,4.47,0.92,-1.09,,12.691112,1.83,3.755,Kepler,2014,Kepler
Kepler-110 c,Kepler-110,Gaia DR3 2128925579652377472,Gaia DR2 2128925579652377472,TIC 26751563,,292.9291693,48.6028303,13.003,11.919,11.623,12.5047,12.935,12.902,5960.0,4.327,-0.1498,0.989,1.149,,0.27598,4.47,0.92,-1.09,,31.719775,2.21,4.823,Kepler,2014,Kepler
HATS-65 b,HATS-65,Gaia DR3 6766134630213144704,Gaia DR2 6766134630213144704,TIC 169504920,,292.9397825,-26.7402021,12.679,11.405,11.095,11.9801,,12.3793,6277.0,4.303,0.199,1.257,1.31,,0.37658,1.78,0.55,-0.55,,3.105161,16.824709,2.8848,HATSouth,2018,HAT
Kepler-1577 b,Kepler-1577,Gaia DR3 2128481789271221632,Gaia DR2 2128481789271221632,TIC 240177285,,292.9552704,47.5730433,15.228,13.491,12.862,14.3934,15.056,15.0571,4862.0,4.6,0.0,0.78,0.74,,-0.60727,4.27,6.06,-2.43,,6.30560247,1.13,2.468,Kepler,2016,Kepler
Kepler-1986 b,Kepler-1986,Gaia DR3 2125848733801094912,Gaia DR2 2125848733801094912,TIC 240184288,,292.9582727,42.8548909,15.661,14.386,13.908,15.1792,15.717,15.718,5549.0,4.6,-0.54,0.776,0.732,,-0.41148,,,,,19.5489666,1.89,1.78,Kepler,2023,Kepler
Kepler-717 b,Kepler-717,Gaia DR3 2125888419299436800,Gaia DR2 2125888419299436800,TIC 240183442,,292.9655071,43.346345,15.756,14.43,13.996,15.1332,15.662,15.6239,5485.0,4.53,-0.12,0.88,0.85,,0.60439,4.37,5.47,-2.72,,4.40840023,2.42,4.933,Kepler,2016,Kepler
Kepler-1312 b,Kepler-1312,Gaia DR3 2053550106200274688,Gaia DR2 2053550106200274688,TIC 137899873,,292.9712801,41.0357494,12.491,11.323,10.907,11.9163,12.43,12.3778,5719.0,4.51,-0.02,0.99,0.92,,-0.09874,2.0,1.19,-0.624,,5.448325286,2.1,2.2251,Kepler,2016,Kepler
Kepler-1312 c,Kepler-1312,Gaia DR3 2053550106200274688,Gaia DR2 2053550106200274688,TIC 137899873,,292.9712801,41.0357494,12.491,11.323,10.907,11.9163,12.43,12.3778,5721.0,4.517,0.02,0.983,0.905,,-0.09874,0.89,0.59,-0.46,,1.116119981,1.02732734,1.3577,Kepler,2021,Kepler
Kepler-1573 b,Kepler-1573,Gaia DR3 2129820582115829504,Gaia DR2 2129820582115829504,TIC 26752863,,292.9883129,49.4849664,15.304,14.021,13.677,14.71,15.18,15.1693,5808.0,4.44,0.02,1.01,1.0,,0.16867,4.07,2.96,-2.36,,2.6157554,1.2,2.639,Kepler,2016,Kepler
Kepler-733 b,Kepler-733,Gaia DR3 2128047069862606208,Gaia DR2 2128047069862606208,TIC 240179452,,293.0181882,45.9147063,15.561,14.141,13.648,14.8436,15.412,15.3954,5418.0,4.53,0.01,0.9,0.86,,-0.29785,4.27,6.04,-2.6,,20.83424726,2.82,4.0748,Kepler,2016,Kepler
Kepler-217 b,Kepler-217,Gaia DR3 2128268380936413568,Gaia DR2 2128268380936413568,TIC 240178935,,293.0377331,46.2775223,13.155,12.319,12.103,12.7978,13.294,13.1207,6171.0,4.03,-0.07,1.342,1.799,,0.75356,2.4,0.23,-0.21,,5.374943,2.23,4.011,Kepler,2014,Kepler
Kepler-217 d,Kepler-217,Gaia DR3 2128268380936413568,Gaia DR2 2128268380936413568,TIC 240178935,,293.0377331,46.2775223,13.155,12.319,12.103,12.7978,13.294,13.1207,6341.0,4.08,0.09,1.37,1.76,,0.75356,2.63,0.47,-0.555,,3.88689525,1.32,3.658,Kepler,2016,Kepler
Kepler-217 c,Kepler-217,Gaia DR3 2128268380936413568,Gaia DR2 2128268380936413568,TIC 240178935,,293.0377331,46.2775223,13.155,12.319,12.103,12.7978,13.294,13.1207,6171.0,4.03,-0.07,1.342,1.799,,0.75356,2.4,0.23,-0.21,,8.586004,1.85,3.356,Kepler,2014,Kepler
Kepler-586 b,Kepler-586,Gaia DR3 2126537234238972544,Gaia DR2 2126537234238972544,TIC 275490218,,293.0571982,45.5511266,14.435,13.247,12.742,13.8838,14.427,14.4125,5575.0,4.5,0.0,0.94,0.92,,-0.14099,4.17,4.83,-2.48,,2.104722184,2.79,1.7575,Kepler,2016,Kepler
Kepler-1071 b,Kepler-1071,Gaia DR3 2126514556811478144,Gaia DR2 2126514556811478144,TIC 275490723,,293.0579794,45.2487472,15.881,14.371,13.775,15.234,15.801,15.8291,5215.0,4.56,0.01,0.86,0.81,,-0.31262,4.27,3.62,-2.34,,6.1799844,2.38,2.1059,Kepler,2016,Kepler
Kepler-248 c,Kepler-248,Gaia DR3 2126266823097360000,Gaia DR2 2126266823097360000,TIC 275493574,,293.0613138,43.5813577,15.506,13.911,13.357,14.6571,15.258,15.2331,5190.0,4.573,0.17,0.838,0.831,,-0.41834,2.34,1.62,-0.954,,16.239494,4.07,4.03,Kepler,2014,Kepler
Kepler-248 b,Kepler-248,Gaia DR3 2126266823097360000,Gaia DR2 2126266823097360000,TIC 275493574,,293.0613138,43.5813577,15.506,13.911,13.357,14.6571,15.258,15.2331,5190.0,4.573,0.17,0.838,0.831,,-0.41834,2.34,1.62,-0.954,,6.308205,3.02,3.008,Kepler,2014,Kepler
Kepler-1128 b,Kepler-1128,Gaia DR3 2053124285963894784,Gaia DR2 2053124285963894784,TIC 137972889,,293.063315,39.4034052,15.934,14.383,13.896,15.134,15.722,15.6861,5543.0,4.5,0.04,0.94,0.91,,-0.19585,4.57,5.52,-2.9,,61.6178167,3.65,3.752,Kepler,2016,Kepler
Kepler-1916 b,Kepler-1916,Gaia DR3 2128907162832189056,Gaia DR2 2128907162832189056,TIC 26751240,,293.0705754,48.387679,15.779,14.756,14.365,15.3597,15.82,15.8019,6246.0,4.433,0.07,1.18,1.092,,0.21407,,,,,31.25429916,2.61757235,5.662,Kepler,2021,Kepler
Kepler-1002 b,Kepler-1002,Gaia DR3 2077837115462974080,Gaia DR2 2077837115462974080,TIC 275494505,,293.0794629,43.073677,11.821,10.689,10.374,11.254,11.704,11.6475,6144.0,4.13,0.04,1.22,1.57,,0.501,4.07,0.72,-0.5,,4.336429331,1.71,4.1031,Kepler,2016,Kepler
Kepler-850 b,Kepler-850,Gaia DR3 2128927297638946176,Gaia DR2 2128927297638946176,TIC 26751527,,293.0844515,48.5753645,15.611,14.372,13.987,14.9806,15.451,15.4272,5932.0,4.39,0.03,1.06,1.09,,0.17325,3.89,2.16,-2.14,,7.19303878,1.78,3.435,Kepler,2016,Kepler
Kepler-758 d,Kepler-758,Gaia DR3 2053552270863859712,Gaia DR2 2053552270863859712,TIC 137968594,,293.0846115,41.1354049,14.379,13.37,13.11,13.9522,14.348,14.3267,6228.0,4.19,-0.1,1.16,1.42,,0.56281,3.8,0.95,-0.878,,20.4966197,2.12,6.38,Kepler,2016,Kepler
Kepler-758 b,Kepler-758,Gaia DR3 2053552270863859712,Gaia DR2 2053552270863859712,TIC 137968594,,293.0846115,41.1354049,14.379,13.37,13.11,13.9522,14.348,14.3267,6228.0,4.19,-0.1,1.16,1.42,,0.56281,3.8,0.95,-0.878,,12.1097104,2.48,5.8,Kepler,2016,Kepler
Kepler-758 e,Kepler-758,Gaia DR3 2053552270863859712,Gaia DR2 2053552270863859712,TIC 137968594,,293.0846115,41.1354049,14.379,13.37,13.11,13.9522,14.348,14.3267,6228.0,4.19,-0.1,1.16,1.42,,0.56281,3.8,0.95,-0.878,,8.1934719,1.53,5.047,Kepler,2016,Kepler
Kepler-758 c,Kepler-758,Gaia DR3 2053552270863859712,Gaia DR2 2053552270863859712,TIC 137968594,,293.0846115,41.1354049,14.379,13.37,13.11,13.9522,14.348,14.3267,6228.0,4.19,-0.1,1.16,1.42,,0.56281,3.8,0.95,-0.878,,4.75793986,1.69,4.677,Kepler,2016,Kepler
Kepler-74 b,Kepler-74,Gaia DR3 2077586873492185344,Gaia DR2 2077586873492185344,TIC 137903329,,293.0925275,41.3555095,14.487,13.306,12.958,13.9154,14.412,14.3652,6000.0,4.44,0.42,1.18,1.12,F8 V,0.3321,0.8,0.9,-0.5,,7.340711,10.76,3.082,Kepler,2013,Kepler
Kepler-986 b,Kepler-986,Gaia DR3 2077811410082955776,Gaia DR2 2077811410082955776,TIC 275494853,,293.0940391,42.8964457,13.69,12.513,12.107,13.154,13.668,13.6421,5642.0,4.43,0.04,0.96,0.98,,-0.04683,6.17,3.54,-3.84,,56.4349938,2.36,4.7029,Kepler,2016,Kepler
Kepler-598 c,Kepler-598,Gaia DR3 2053546910744629504,Gaia DR2 2053546910744629504,TIC 137969066,,293.1234493,40.9348005,14.829,13.41,12.931,14.1814,14.759,14.7207,5245.0,4.48352,0.03,0.9,0.900316,,-0.25753,12.3,2.2,-2.2,,86.4945,3.02420941,7.284,Kepler,2020,Kepler
Kepler-598 b,Kepler-598,Gaia DR3 2053546910744629504,Gaia DR2 2053546910744629504,TIC 137969066,,293.1234493,40.9348005,14.829,13.41,12.931,14.1814,14.759,14.7207,5307.0,4.51,0.02,0.87,0.86,,-0.25753,7.59,4.89,-4.97,,3.70175428,1.5,2.6262,Kepler,2016,Kepler
Kepler-1239 b,Kepler-1239,Gaia DR3 2077689059355373440,Gaia DR2 2077689059355373440,TIC 275496016,,293.1273357,42.3200578,15.391,14.34,14.354,14.9355,15.438,15.3947,6564.0,4.2,0.22,1.4,1.57,,0.44712,1.62,0.632,-0.42,,5.19104016,2.9,4.268,Kepler,2016,Kepler
Kepler-1173 b,Kepler-1173,Gaia DR3 2128039304560957952,Gaia DR2 2128039304560957952,TIC 275490034,,293.1311803,45.6634153,13.896,12.416,11.884,13.2177,13.829,13.8043,5252.0,4.55,0.0,0.86,0.82,,-0.43521,4.79,6.4,-3.0,,0.7698536,0.89,1.0276,Kepler,2016,Kepler
Kepler-1044 b,Kepler-1044,Gaia DR3 2128374483807368576,Gaia DR2 2128374483807368576,TIC 275488493,,293.1444017,46.6662155,15.478,14.268,13.903,14.8575,15.368,15.3061,5985.0,4.38,0.04,1.08,1.11,,0.03099,3.55,1.92,-1.79,,6.77408868,2.67,2.6196,Kepler,2016,Kepler
Kepler-284 c,Kepler-284,Gaia DR3 2128818411627270528,Gaia DR2 2128818411627270528,TIC 275486985,,293.1465698,47.7297053,15.944,14.559,14.079,15.2726,15.824,15.8126,5615.0,4.58,-0.26,0.766,0.814,,-0.34097,0.5,4.1,-4.1,,37.514456,2.61,5.352,Kepler,2014,Kepler
Kepler-284 b,Kepler-284,Gaia DR3 2128818411627270528,Gaia DR2 2128818411627270528,TIC 275486985,,293.1465698,47.7297053,15.944,14.559,14.079,15.2726,15.824,15.8126,5615.0,4.58,-0.26,0.766,0.814,,-0.34097,0.5,4.1,-4.1,,12.699149,2.24,2.819,Kepler,2014,Kepler
KOI-3503 c,KOI-3503,Gaia DR3 2077601373302068352,Gaia DR2 2077601373302068352,TIC 138097784,,293.1507654,41.7291532,13.831,12.807,12.483,13.3876,13.827,13.7744,6001.0,4.547,-0.5428,0.858,1.255,,0.30005,11.48,1.11,-1.01,,31.828,1.21,4.17,Kepler,2021,Kepler
